"","gridcode","OBJECTID","Join_Count","TARGET_FID","Id","Id_1","gridcode_1","Shape_Length","Shape_Area","area_ha","cost_ha","new_prob","cum_area_ha"
"4485",24683,11561,2,11561,11561,10497,125044,5400,1700000,170,735.552941176471,0.43425,374399
"1316",9509,6207,3,6207,6207,6051,32531,4000,1e+06,100,325.31,0.7935,374499
"2770",14845,1861,4,1861,1861,1820,50021,3000,560000,56,893.232142857143,0.60135,374555
"1108",8547,6963,1,6963,6963,6796,61366,3000,560000,56,1095.82142857143,0.8226,374611
"1968",11637,4201,5,4201,4201,3867,318540,5000,1260000,126,2528.09523809524,0.7044,374737
"115",726,11728,9,11728,11728,10591,84695,6600,2e+06,200,423.475,0.9438,374937
"67",407,11936,2,11936,11936,10852,1156497,3400,7e+05,70,16521.3857142857,0.9501,375007
"57",347,12005,5,12005,12005,10881,143486,4000,1e+06,100,1434.86,0.9516,375107
"2989",15882,1427,5,1427,1427,1317,528065,5600,1800000,180,2933.69444444444,0.57495,375287
"4577",25405,11230,2,11230,11230,10205,47623,5200,1440000,144,330.715277777778,0.42315,375431
"3230",17229,799,5,799,799,783,988700,3000,560000,56,17655.3571428571,0.5454,375487
"1488",10199,5937,7,5937,5937,5703,318450,5000,1360000,136,2341.54411764706,0.7704,375623
"6489",34204,3907,1,3907,3907,3782,312928,4600,1200000,120,2607.73333333333,0.15885,375743
"5972",32723,17635,12,17635,17635,17023,262371,11200,2540000,254,1032.95669291339,0.2325,375997
"2482",13837,19797,23,19797,19797,19033,4549940,32800,9230000,923,4929.51245937161,0.6402,376920
"2941",15560,1603,5,1603,1603,1345,156644,8600,2800000,280,559.442857142857,0.5811,377200
"5795",31968,13193,7,13193,13193,12598,269878,14400,5190000,519,519.996146435453,0.25785,377719
"6848",35676,5332,8,5332,5332,4879,302107,9400,2390000,239,1264.0460251046,0.1098,377958
"2635",14321,2386,8,2386,2386,2174,452646,6400,2060000,206,2197.31067961165,0.6192,378164
"1995",11729,4092,7,4092,4092,3772,121650,5000,1360000,136,894.485294117647,0.70065,378300
"1323",9545,6095,2,6095,6095,5943,20425,3400,7e+05,70,291.785714285714,0.79275,378370
"490",4925,9237,4,9237,9237,8999,22500,3400,7e+05,70,321.428571428571,0.9018,378440
"1205",8937,6619,4,6619,6619,6454,77990,2800,490000,49,1591.63265306122,0.8085,378489
"3181",17005,865,2,865,865,849,58980,3400,7e+05,70,842.571428571429,0.55215,378559
"989",8030,22379,10,22379,22379,21706,326477,13600,3520000,352,927.491477272727,0.83925,378911
"5683",31467,6796,7,6796,6796,6564,2410912,8000,2310000,231,10436.8484848485,0.2742,379142
"4819",26801,9876,5,9876,9876,9344,272957,9400,4060000,406,672.307881773399,0.3906,379548
"2540",14031,2680,4,2680,2680,2527,154572,6400,2060000,206,750.349514563107,0.6321,379754
"4473",24534,23160,7,23160,23160,21031,61710,6600,1330000,133,463.984962406015,0.4359,379887
"1471",10172,5577,3,5577,5577,5427,352085,4400,1050000,105,3353.19047619048,0.77265,379992
"3110",16669,1083,3,1083,1083,1001,76873,3200,630000,63,1220.20634920635,0.561,380055
"5354",29618,7974,6,7974,7974,7539,153149,12000,5910000,591,259.135363790186,0.3213,380646
"1279",9313,6384,1,6384,6384,6374,131116,2800,490000,49,2675.83673469388,0.7986,380695
"6039",32885,5586,1,5586,5586,5437,66092,3200,630000,63,1049.07936507937,0.2229,380758
"270",2392,10528,4,10528,10528,9779,50538,3200,640000,64,789.65625,0.9258,380822
"5816",32058,28053,15,28053,28053,27220,1682341,17800,4570000,457,3681.27133479212,0.255,381279
"2996",15915,2816,7,2816,2816,2599,312567,8600,2160000,216,1447.06944444444,0.57405,381495
"3309",17547,1404,8,1404,1404,1376,354421,9800,2750000,275,1288.80363636364,0.5343,381770
"1280",9314,6525,7,6525,6525,6216,129331,8600,3300000,330,391.912121212121,0.79845,382100
"6604",34651,7233,6,7233,7233,7000,2212755,11400,3270000,327,6766.83486238532,0.14355,382427
"1749",10928,9647,6,9647,9647,9271,183706,6400,1290000,129,1424.07751937984,0.73275,382556
"1649",10614,5185,5,5185,5185,4948,9649,3400,7e+05,70,137.842857142857,0.74685,382626
"782",6629,8167,2,8167,8167,7985,201735,3600,8e+05,80,2521.6875,0.867,382706
"15",74,12117,3,12117,12117,11026,100206,4000,1e+06,100,1002.06,0.9579,382806
"1952",11584,4139,8,4139,4139,3902,60536,3200,640000,64,945.875,0.70635,382870
"6205",33268,10118,11,10118,10118,9564,327166,9600,2450000,245,1335.37142857143,0.1989,383115
"2369",13422,3008,3,3008,3008,2837,296446,4000,1e+06,100,2964.46,0.65505,383215
"2325",13239,3156,4,3156,3156,2977,100618,4800,1190000,119,845.529411764706,0.66,383334
"2622",14281,4749,7,4749,4749,4635,137198,5800,1050000,105,1306.64761904762,0.62115,383439
"1696",10728,5001,3,5001,5001,4686,431773,6800,2330000,233,1853.10300429185,0.73995,383672
"596",5609,8613,4,8613,8613,8420,3370460,3600,8e+05,80,42130.75,0.8907,383752
"1308",9488,25530,12,25530,25530,24613,2970181,18400,4980000,498,5964.21887550201,0.79455,384250
"3861",21464,4945,5,4945,4945,4625,735923,10000,3810000,381,1931.55643044619,0.48225,384631
"1073",8325,7080,5,7080,7080,6831,489363,3200,630000,63,7767.66666666667,0.8274,384694
"877",7197,7600,3,7600,7600,7349,203287,3400,7e+05,70,2904.1,0.8544,384764
"6543",34382,7875,12,7875,7875,7436,397130,14400,4410000,441,900.521541950113,0.1512,385205
"1977",11665,4108,7,4108,4108,3877,5750,3600,8e+05,80,71.875,0.7032,385285
"6542",34377,4186,5,4186,4186,3674,2210986,16800,8400000,840,2632.12619047619,0.15135,386125
"1261",9221,12832,8,12832,12832,12305,423821,7800,1960000,196,2162.35204081633,0.80115,386321
"5201",28881,8475,6,8475,8475,8043,1357200,9800,3760000,376,3609.57446808511,0.34245,386697
"6085",32977,5494,5,5494,5494,5344,144832,3200,640000,64,2263,0.2163,386761
"1185",8863,6656,2,6656,6656,6493,436180,3600,8e+05,80,5452.25,0.81135,386841
"1874",11293,4489,3,4489,4489,4349,223380,4000,1e+06,100,2233.8,0.7167,386941
"1924",11491,13823,13,13823,13823,13034,455887,20200,6e+06,600,759.811666666667,0.70965,387541
"2402",13576,2881,2,2881,2881,2801,10930,2800,490000,49,223.061224489796,0.651,387590
"1448",10111,11596,5,11596,11596,11215,955839,11000,3500000,350,2730.96857142857,0.77595,387940
"684",6085,8228,5,8228,8228,7957,2705,3400,7e+05,70,38.6428571428571,0.88005,388010
"5348",29587,7906,6,7906,7906,7562,244079,5000,1260000,126,1937.13492063492,0.32205,388136
"5999",32785,5784,1,5784,5784,5635,262205,3600,8e+05,80,3277.5625,0.2286,388216
"2438",13724,2834,2,2834,2834,2759,159255,3400,7e+05,70,2275.07142857143,0.64605,388286
"5945",32664,5935,3,5935,5935,5702,84700,3400,7e+05,70,1210,0.23625,388356
"1374",9918,5851,1,5851,5851,5702,84700,4000,1e+06,100,847,0.78615,388456
"1993",11723,4115,7,4115,4115,3793,228076,5000,1360000,136,1677.02941176471,0.70095,388592
"3375",17834,433,5,433,433,426,530200,3000,560000,56,9467.85714285714,0.52515,388648
"3436",18146,345,5,345,345,284,233825,3600,8e+05,80,2922.8125,0.51735,388728
"5107",28407,8705,6,8705,8705,8435,98454,3600,8e+05,80,1230.675,0.3546,388808
"5304",29387,15773,4,15773,15773,15338,989036,7600,1800000,180,5494.64444444444,0.32805,388988
"6036",32879,5725,5,5725,5725,5403,97905,4800,1190000,119,822.731092436975,0.22335,389107
"2031",11833,7792,5,7792,7792,7542,582064,6400,1290000,129,4512.12403100775,0.696,389236
"4549",25154,11327,2,11327,11327,10289,592689,3200,640000,64,9260.765625,0.4266,389300
"5501",30501,7434,6,7434,7434,7105,13680,6400,1830000,183,74.7540983606557,0.3003,389483
"1362",9831,6068,1,6068,6068,5917,60910,3600,8e+05,80,761.375,0.7875,389563
"6741",35262,3131,6,3131,3131,2857,312954,13200,7010000,701,446.43937232525,0.12495,390264
"6773",35424,2868,4,2868,2868,2715,1473653,5400,1700000,170,8668.54705882353,0.1206,390434
"4071",22419,11008,10,11008,11008,9893,551033,18200,9140000,914,602.880743982495,0.474,391348
"4191",22958,9809,4,9809,9809,9348,84598,3000,560000,56,1510.67857142857,0.4698,391404
"2356",13361,3009,6,3009,3009,2837,296446,3400,7e+05,70,4234.94285714286,0.65685,391474
"4786",26625,9905,4,9905,9905,9421,38060,2800,490000,49,776.734693877551,0.3948,391523
"4823",26813,9940,7,9940,9940,9338,163172,6200,1680000,168,971.261904761905,0.39,391691
"1563",10391,5302,1,5302,5302,5156,63112,3000,560000,56,1127,0.7596,391747
"3860",21461,4773,2,4773,4773,4632,393280,3200,640000,64,6145,0.4824,391811
"1844",11204,4550,5,4550,4550,4314,151832,4800,1190000,119,1275.89915966387,0.7203,391930
"7000",36175,1981,7,1981,1981,1940,392545,5000,1260000,126,3115.43650793651,0.08745,392056
"6694",35038,9896,21,9896,9896,9364,1765299,18200,5260000,526,3356.08174904943,0.1317,392582
"2450",13755,2802,1,2802,2802,2728,112250,5000,1500000,150,748.333333333333,0.64425,392732
"3432",18132,349,4,349,349,289,177600,4800,1190000,119,1492.43697478992,0.5178,392851
"1860",11250,9702,5,9702,9702,9232,660229,12400,3600000,360,1833.96944444444,0.71835,393211
"914",7446,7511,5,7511,7511,7263,96412,5000,1360000,136,708.911764705882,0.8493,393347
"1816",11125,4622,2,4622,4622,4388,217036,3400,7e+05,70,3100.51428571429,0.7242,393417
"121",751,23375,8,23375,23375,21201,120272,7000,1560000,156,770.974358974359,0.94335,393573
"4788",26634,9833,4,9833,9833,9368,209255,3000,560000,56,3736.69642857143,0.3945,393629
"4621",25749,11167,8,11167,11167,10088,469800,5400,1700000,170,2763.52941176471,0.41715,393799
"3451",18259,673,9,673,673,606,403844,7000,1500000,150,2692.29333333333,0.5151,393949
"357",3342,10004,3,10004,10004,9506,213153,3600,8e+05,80,2664.4125,0.91725,394029
"3204",17120,1925,5,1925,1925,1831,316773,7000,1500000,150,2111.82,0.549,394179
"3363",17799,459,2,459,459,451,73950,3000,560000,56,1320.53571428571,0.52695,394235
"257",2236,10651,7,10651,10651,9809,11342026,3200,630000,63,180032.158730159,0.927,394298
"3341",17709,618,2,618,618,607,289925,5200,1440000,144,2013.36805555556,0.5301,394442
"2955",15642,2984,10,2984,2984,2773,2348575,6200,1200000,120,19571.4583333333,0.5793,394562
"5684",31473,13651,10,13651,13651,13107,209470,8800,2190000,219,956.48401826484,0.27405,394781
"1779",11014,4772,3,4772,4772,4631,661600,3600,8e+05,80,8270,0.7287,394861
"6554",34453,3694,6,3694,3694,3575,692583,5400,1700000,170,4074.01764705882,0.14985,395031
"7273",37094,892,5,892,892,819,82080,7000,2360000,236,347.796610169492,0.0489000000000001,395267
"1181",8850,6560,4,6560,6560,6339,168830,3000,560000,56,3014.82142857143,0.81195,395323
"1637",10583,5228,3,5228,5228,4995,111303,3600,8e+05,80,1391.2875,0.74865,395403
"4466",24492,23263,7,23263,23263,21131,238027,6400,1280000,128,1859.5859375,0.43695,395531
"3415",18046,1230,10,1230,1230,1153,329001,10000,2090000,209,1574.16746411483,0.5199,395740
"3085",16459,1199,2,1199,1199,1100,285678,3000,560000,56,5101.39285714286,0.5643,395796
"2913",15446,1509,5,1509,1509,1402,94245,3200,630000,63,1495.95238095238,0.5841,395859
"1330",9628,12235,6,12235,12235,11928,526494,8400,2170000,217,2426.23963133641,0.79185,396076
"3489",18494,264,6,264,264,176,210159,8400,3450000,345,609.15652173913,0.5097,396421
"1394",9992,5994,3,5994,5994,5843,33652,3200,640000,64,525.8125,0.78345,396485
"164",1146,11431,6,11431,11431,10334,286006,3600,8e+05,80,3575.075,0.9378,396565
"857",7102,7768,5,7768,7768,7357,143905,8200,2380000,238,604.642857142857,0.8571,396803
"1732",10840,4812,1,4812,4812,4671,269500,3600,8e+05,80,3368.75,0.73485,396883
"3890",21549,4006,2,4006,4006,3789,241907,3200,630000,63,3839.79365079365,0.4785,396946
"7415",37756,834,9,834,834,762,92644,6800,1440000,144,643.361111111111,0.02985,397090
"5989",32761,5749,2,5749,5749,5600,127460,3400,7e+05,70,1820.85714285714,0.22995,397160
"530",5169,8858,4,8858,8858,8656,85131,3000,560000,56,1520.19642857143,0.89805,397216
"603",5664,8538,2,8538,8538,8269,132992,6400,1990000,199,668.301507537688,0.8898,397415
"5113",28421,17995,7,17995,17995,17491,153451,11600,3270000,327,469.269113149847,0.3537,397742
"5615",31068,7165,6,7165,7165,6915,245898,6800,2080000,208,1182.20192307692,0.28365,397950
"2879",15324,1620,2,1620,1620,1584,112473,3200,640000,64,1757.390625,0.58845,398014
"4948",27538,9342,2,9342,9342,9088,65070,3400,7e+05,70,929.571428571429,0.3741,398084
"5959",32693,6072,8,6072,6072,5679,88200,10000,3010000,301,293.023255813953,0.2343,398385
"5926",32610,6027,9,6027,6027,5718,2234108,8000,3750000,375,5957.62133333333,0.2391,398760
"4331",23855,1669,1,1669,1669,1634,232436,4400,1050000,105,2213.67619047619,0.4554,398865
"5026",28062,8958,3,8958,8958,8751,87257,3400,720000,72,1211.90277777778,0.36495,398937
"2301",13135,6672,12,6672,6672,6207,2953723,9800,2450000,245,12056.012244898,0.66315,399182
"5241",29036,8631,9,8631,8631,7938,48802,14800,8790000,879,55.5199089874858,0.33675,400061
"1018",8112,7174,2,7174,7174,7006,154225,3600,8e+05,80,1927.8125,0.83505,400141
"2379",13468,5807,5,5807,5807,5561,50630899,7000,1560000,156,324557.044871795,0.6537,400297
"6297",33562,4778,7,4778,4778,4447,530266,6600,2060000,206,2574.1067961165,0.18615,400503
"4669",26016,10954,10,10954,10954,9951,385383,9400,3110000,311,1239.17363344051,0.41085,400814
"2148",12282,3701,5,3701,3701,3581,196716,3800,9e+05,90,2185.73333333333,0.68115,400904
"407",4062,9719,4,9719,9719,9297,18121,3400,7e+05,70,258.871428571429,0.91095,400974
"2157",12313,3574,4,3574,3574,3461,4815,3200,640000,64,75.234375,0.68025,401038
"1081",8366,6870,3,6870,6870,6631,4630446,4000,1e+06,100,46304.46,0.8262,401138
"795",6688,7849,5,7849,7849,7589,95600,3000,560000,56,1707.14285714286,0.8652,401194
"7070",36408,1673,4,1673,1673,1557,172336,3000,560000,56,3077.42857142857,0.07755,401250
"34",204,12076,3,12076,12076,10986,133635,3200,640000,64,2088.046875,0.95505,401314
"5023",28047,8940,2,8940,8940,8733,258385,3000,560000,56,4614.01785714286,0.3654,401370
"4584",25449,22882,5,22882,22882,20654,395841,12800,4470000,447,885.55033557047,0.4221,401817
"5194",28860,8569,6,8569,8569,8131,293260,12000,4550000,455,644.527472527473,0.3435,402272
"2959",15665,1382,2,1382,1382,1351,107919,4000,1e+06,100,1079.19,0.5787,402372
"3233",17246,847,1,847,847,831,37671,4000,1e+06,100,376.71,0.5451,402472
"5947",32667,18180,14,18180,18180,17645,1160945,14000,3700000,370,3137.68918918919,0.23595,402842
"5421",30056,7587,5,7587,7587,7334,120783,2800,490000,49,2464.95918367347,0.3117,402891
"5778",31893,6539,5,6539,6539,6305,9200,6600,2e+06,200,46,0.26025,403091
"6149",33143,5327,7,5327,5327,5005,110587,7000,2340000,234,472.594017094017,0.20715,403325
"5158",28723,53367,26,53367,53367,51675,1591557,37800,11950000,1195,1331.84686192469,0.34815,404520
"855",7089,7675,5,7675,7675,7348,238026,8400,3060000,306,777.862745098039,0.8574,404826
"4950",27557,9189,3,9189,9189,8962,423590,3400,7e+05,70,6051.28571428571,0.37395,404896
"54",331,11975,4,11975,11975,10857,717674,3000,560000,56,12815.6071428571,0.95205,404952
"5286",29262,8162,9,8162,8162,7723,225126,8200,2650000,265,849.532075471698,0.33045,405217
"974",7934,7309,5,7309,7309,7054,41250,3200,640000,64,644.53125,0.84135,405281
"1349",9737,6146,6,6146,6146,5912,82375,3400,7e+05,70,1176.78571428571,0.78945,405351
"2709",14628,2060,6,2060,2060,2014,134820,2800,490000,49,2751.42857142857,0.60915,405400
"2047",11880,3905,3,3905,3905,3779,469497,3600,8e+05,80,5868.7125,0.6936,405480
"1391",9987,12121,9,12121,12121,11736,122236,8400,1990000,199,614.251256281407,0.78375,405679
"1068",8298,7078,5,7078,7078,6828,12904,4800,1350000,135,95.5851851851852,0.82815,405814
"4231",23104,1322,6,1322,1322,1223,130973,2800,490000,49,2672.91836734694,0.4677,405863
"457",4621,18868,7,18868,18868,18249,305963,6400,1260000,126,2428.27777777778,0.9051,405989
"3306",17541,653,2,653,653,642,201388,4000,1e+06,100,2013.88,0.53475,406089
"2233",12706,3272,3,3272,3272,3097,34585,3400,7e+05,70,494.071428571429,0.67155,406159
"4962",27606,9181,2,9181,9181,8954,126455,4000,1e+06,100,1264.55,0.37245,406259
"2707",14618,2362,9,2362,2362,2144,359590,11400,5370000,537,669.627560521415,0.60945,406796
"531",5170,9104,6,9104,9104,8882,36600,3200,630000,63,580.952380952381,0.8979,406859
"4818",26800,9742,5,9742,9742,9322,605534,5400,1700000,170,3561.96470588235,0.39075,407029
"4203",23019,8652,7,8652,8652,8300,1756623,5000,1360000,136,12916.3455882353,0.46905,407165
"4809",26755,19608,7,19608,19608,18686,374784,6400,1260000,126,2974.47619047619,0.39195,407291
"623",5805,25351,16,25351,25351,24618,2122561,11800,2700000,270,7861.33703703704,0.88725,407561
"1720",10796,4810,3,4810,4810,4668,163260,3000,560000,56,2915.35714285714,0.7365,407617
"1319",9525,6251,3,6251,6251,6095,110887,3600,8e+05,80,1386.0875,0.79305,407697
"1801",11081,4673,6,4673,4673,4437,115965,4000,1e+06,100,1159.65,0.72615,407797
"1092",8450,7002,2,7002,7002,6835,119980,3000,560000,56,2142.5,0.8247,407853
"5650",31239,14128,10,14128,14128,13626,209386,10000,2970000,297,705.003367003367,0.27885,408150
"6703",35086,3400,5,3400,3400,2847,905965,16800,8040000,804,1126.82213930348,0.13035,408954
"5807",32030,19593,11,19593,19593,18897,290412,9800,2030000,203,1430.60098522167,0.2562,409157
"300",2747,10455,3,10455,10455,9743,340551,3400,720000,72,4729.875,0.9234,409229
"493",4953,9232,3,9232,9232,8994,407887,2800,490000,49,8324.22448979592,0.90165,409278
"548",5320,26543,8,26543,26543,25859,1678022,10400,2200000,220,7627.37272727273,0.8961,409498
"6736",35239,2933,2,2933,2933,2770,928753,3400,7e+05,70,13267.9,0.1257,409568
"5351",29611,24282,18,24282,24282,23326,905069,19400,8730000,873,1036.73424971363,0.32175,410441
"4748",26411,20454,9,20454,20454,19204,1748215,10000,2530000,253,6909.94071146245,0.40035,410694
"21",123,12114,4,12114,12114,11023,758470,3000,560000,56,13544.1071428571,0.957,410750
"3172",16944,952,3,952,952,933,92274,3000,560000,56,1647.75,0.55335,410806
"967",7891,7306,2,7306,7306,7138,46354,5200,1530000,153,302.967320261438,0.8424,410959
"1420",10058,5821,1,5821,5821,5672,56088,5000,1500000,150,373.92,0.77985,411109
"2425",13666,2841,2,2841,2841,2766,519300,3600,8e+05,80,6491.25,0.64755,411189
"1642",10597,5160,7,5160,5160,4833,144167,4400,1120000,112,1287.20535714286,0.7479,411301
"5453",30233,7591,6,7591,7591,7341,141187,6400,1990000,199,709.482412060301,0.30705,411500
"5764",31834,6633,4,6633,6633,6337,146800,4400,1050000,105,1398.09523809524,0.26235,411605
"2689",14562,2107,4,2107,2107,2059,258590,3000,560000,56,4617.67857142857,0.61215,411661
"4350",23949,12037,2,12037,12037,10950,68045,3400,7e+05,70,972.071428571429,0.45285,411731
"6353",33781,4431,10,4431,4431,4110,227004,4400,1120000,112,2026.82142857143,0.17835,411843
"1421",10060,5744,2,5744,5744,5595,120600,2800,490000,49,2461.22448979592,0.7797,411892
"2291",13074,3050,4,3050,3050,2869,465501,3600,8e+05,80,5818.7625,0.6645,411972
"2396",13552,2955,3,2955,2955,2787,112790,3600,8e+05,80,1409.875,0.6516,412052
"1218",8998,6683,3,6683,6683,6518,168402,3400,7e+05,70,2405.74285714286,0.80655,412122
"1052",8237,7034,3,7034,7034,6866,17960,3200,640000,64,280.625,0.8304,412186
"1535",10314,5531,4,5531,5531,5295,886959,8000,2630000,263,3372.46768060836,0.7635,412449
"4794",26658,9900,3,9900,9900,9417,23913,5000,1260000,126,189.785714285714,0.39375,412575
"864",7133,7593,9,7593,7593,7341,141187,3000,560000,56,2521.19642857143,0.85605,412631
"620",5780,34607,11,34607,34607,33667,2428416,17400,4220000,422,5754.54028436019,0.8877,413053
"6063",32930,11160,7,11160,11160,10775,359356,8400,2050000,205,1752.95609756098,0.21945,413258
"763",6473,7979,3,7979,7979,7714,292882,2800,490000,49,5977.18367346939,0.8694,413307
"2569",14095,2436,3,2436,2436,2376,178540,3600,8e+05,80,2231.75,0.62805,413387
