"","gridcode","OBJECTID","Join_Count","TARGET_FID","Id","Id_1","gridcode_1","Shape_Length_1","Shape_Area_1","Shape_Length","Shape_Area","area_ha","cum_area_ha"
"3932",21404,5395,5,5395,5395,1089,81,3000,558900,6800,2330000,233,280962
"1506",10106,5663,2,5663,5663,1240,81,143700,79089300,5000,1500000,150,281112
"2517",14015,2581,5,2581,2581,530,71,3540,772200,3600,800000,80,281192
"1188",8599,7007,2,7007,7007,1548,52,3060,583200,3000,560000,56,281248
"3130",17224,3048,5,3048,3048,2458,203,3194160,3718710000,13200,3150000,315,281563
"2025",11692,4390,1,4390,4390,2030,41,3179280,3713202000,3000,560000,56,281619
"6173",33011,5452,3,5452,5452,1113,43,3240,648000,3200,640000,64,281683
"1913",11273,4513,3,4513,4513,960,81,58260,32968800,5400,1700000,170,281853
"2643",14434,2289,2,2289,2289,497,41,3420,703800,3600,800000,80,281933
"5743",31297,6922,3,6922,6922,1534,21,5340,1663200,3000,560000,56,281989
"2047",11770,3986,2,3986,3986,876,42,30120,16605000,3400,720000,72,282061
"7271",36957,928,1,928,928,2030,41,3179280,3713202000,3600,800000,80,282141
"5859",31897,6674,7,6674,6674,1411,42,3000,558900,12000,5590000,559,282700
"7799",39788,22831,2,22831,22831,5310,84,6053040,8027521200,11400,4190000,419,283119
"6893",35658,2648,1,2648,2648,2030,41,3179280,3713202000,3200,630000,63,283182
"5851",31866,6677,3,6677,6677,1428,21,3000,558900,3600,800000,80,283262
"7039",36152,2025,2,2025,2025,441,41,6600,1927800,3400,700000,70,283332
"5924",32181,6459,6,6459,6459,1334,43,24360,8737200,12600,4230000,423,283755
"7672",38921,11818,3,11818,11818,2605,90,32100,14310900,3600,800000,80,283835
"862",6485,8788,2,8788,8788,2033,43,23040,10976400,4400,1050000,105,283940
"8197",42065,8188,3,8188,8188,1865,42,40980,23431500,3400,700000,70,284010
"2601",14281,4749,7,4749,4749,984,162,6180,1194300,5800,1050000,105,284115
"2230",12634,3429,2,3429,3429,662,81,3000,558900,3400,720000,72,284187
"316",2355,42437,8,42437,42437,10272,157,9084540,12042642600,21400,6240000,624,284811
"2104",11965,7702,4,7702,7702,1496,162,12840,3704400,6400,1260000,126,284937
"1936",11366,8932,5,8932,8932,1752,84,60240,33210000,8800,2190000,219,285156
"1107",8156,7310,2,7310,7310,1710,21,25980,13162500,3000,560000,56,285212
"6541",34161,3983,2,3983,3983,876,42,30120,16605000,3400,720000,72,285284
"2209",12531,3536,3,3536,3536,665,81,3600,801900,6400,1990000,199,285483
"4771",26120,10805,4,10805,10805,2369,43,6420,1769400,6800,2190000,219,285702
"2798",15115,1836,3,1836,1836,361,21,6840,2220300,5000,1360000,136,285838
"134",916,23172,2,23172,23172,5176,142,58920,25799400,6000,1120000,112,285950
"3469",19026,10870,3,10870,10870,2371,90,2760,476100,3400,700000,70,286020
"3034",16723,1124,2,1124,1124,454,81,76860,55606500,5000,1360000,136,286156
"7540",38183,119,1,119,119,2030,41,3179280,3713202000,3600,800000,80,286236
"6774",35186,8931,4,8931,8931,3306,165,921720,992340900,11600,2680000,268,286504
"5312",28941,8254,3,8254,8254,1899,42,6780,2396700,3000,560000,56,286560
"8262",42298,22668,8,22668,22668,5190,163,18420,5626800,10200,2160000,216,286776
"8544",43587,2877,3,2877,2877,568,81,11460,4226400,3400,700000,70,286846
"1573",10252,10950,6,10950,10950,2271,124,21600,9531000,6800,1440000,144,286990
"3977",21554,4100,3,4100,4100,830,52,3600,801900,6400,1920000,192,287182
"4877",26528,10098,2,10098,10098,2267,90,3420,729000,7200,2430000,243,287425
"6006",32624,5931,4,5931,5931,1249,21,11820,5135400,3000,560000,56,287481
"4642",25438,11228,2,11228,11228,2446,21,6420,2026800,3600,800000,80,287561
"2377",13500,2953,4,2953,2953,587,81,4020,1009800,3400,700000,70,287631
"7916",40303,10640,2,10640,10640,2360,43,15480,6766200,3000,560000,56,287687
"6115",32888,5900,1,5900,5900,2030,41,3179280,3713202000,7800,2550000,255,287942
"4516",24317,11729,6,11729,11729,2566,42,3240,656100,7000,2500000,250,288192
"7216",36797,2575,3,2575,2575,2374,122,3245340,3749772600,9000,2500000,250,288442
"149",1092,11621,3,11621,11621,2550,43,3240,648000,5000,1360000,136,288578
"1021",7664,7370,5,7370,7370,1634,90,3420,729000,3200,640000,64,288642
"7044",36166,1945,2,1945,1945,413,43,3360,683100,3400,700000,70,288712
"4456",24099,23905,6,23905,23905,5244,180,6960,1468800,8400,1960000,196,288908
"2989",16293,1388,3,1388,1388,235,41,3000,558900,17000,6700000,670,289578
"6573",34259,3994,3,3994,3994,790,81,3420,729000,8200,3030000,303,289881
"1559",10217,11703,7,11703,11703,2430,84,9720,2462400,7800,1750000,175,290056
"7102",36318,1877,1,1877,1877,2030,41,3179280,3713202000,2800,490000,49,290105
"830",6308,8017,4,8017,8017,1819,81,3420,712800,3400,700000,70,290175
"4292",23019,8652,3,8652,8652,1977,71,6000,1731600,5000,1360000,136,290311
"1385",9536,6324,3,6324,6324,1342,82,6780,2872800,3200,630000,63,290374
"4430",23983,12028,1,12028,12028,2651,90,2880,518400,2800,490000,49,290423
"5623",30774,14716,8,14716,14716,3307,124,5760,1035000,6000,1120000,112,290535
"5417",29497,8011,8,8011,8011,1775,90,2820,496800,8000,2550000,255,290790
"2177",12313,3574,2,3574,3574,684,81,3420,729000,3200,640000,64,290854
"6030",32682,5949,1,5949,5949,2030,41,3179280,3713202000,3000,560000,56,290910
"5585",30513,7347,5,7347,7347,1619,82,3180,621000,3200,640000,64,290974
"2309",13167,3249,1,3249,3249,2030,41,3179280,3713202000,5400,1700000,170,291144
"7157",36549,3006,5,3006,3006,993,162,403740,322528500,6400,1270000,127,291271
"7240",36872,1076,2,1076,1076,215,81,3480,734400,2800,490000,49,291320
"1593",10305,5393,2,5393,5393,1088,42,3600,801900,3200,630000,63,291383
"7282",36994,852,2,852,852,152,42,3420,703800,3400,700000,70,291453
"6598",34337,7563,3,7563,7563,2845,82,3200820,3723646500,11000,3060000,306,291759
"5687",31032,7035,3,7035,7035,1579,42,5460,1744200,3200,640000,64,291823
"2916",15800,1505,5,1505,1505,269,81,3840,918000,6800,2080000,208,292031
"1038",7838,7276,2,7276,7276,1628,82,3180,621000,3200,630000,63,292094
"5233",28512,17489,12,17489,17489,4038,122,3182640,3713885100,13200,4260000,426,292520
"1489",10076,11836,5,11836,11836,2563,83,12060,4309200,10000,3620000,362,292882
"6908",35696,2553,3,2553,2553,512,81,2820,496800,5400,1700000,170,293052
"5008",27236,9357,2,9357,9357,2191,21,86400,70120800,3800,900000,90,293142
"8528",43510,6817,6,6817,6817,1336,42,6000,1117800,13400,4470000,447,293589
"4764",26104,10822,2,10822,10822,2382,71,3360,683100,2800,490000,49,293638
"7289",37025,2670,5,2670,2670,2375,126,3185880,3714562800,9800,1990000,199,293837
"502",3979,9597,6,9597,9597,2165,42,10020,5472900,4000,1000000,100,293937
"7424",37578,379,1,379,379,2030,41,3179280,3713202000,3400,700000,70,294007
"8708",44397,1415,2,1415,1415,283,43,5040,1385100,4000,1000000,100,294107
"6332",33432,4960,6,4960,4960,954,81,7200,3240000,10000,3110000,311,294418
"1696",10581,5134,4,5134,5134,1055,42,9780,4444200,2800,490000,49,294467
"1169",8467,21122,7,21122,21122,4683,126,81540,53627400,13400,3680000,368,294835
"2148",12161,3685,3,3685,3685,763,21,9780,3654000,8000,2630000,263,295098
"6039",32703,24031,15,24031,24031,5050,170,18540,4803300,18400,5110000,511,295609
"2558",14118,7234,6,7234,7234,1532,129,25320,9648900,11800,2990000,299,295908
"8444",43090,4824,4,4824,4824,940,43,8460,2616300,3600,800000,80,295988
"1518",10138,11390,10,11390,11390,2354,162,14880,4662900,8600,2060000,206,296194
"7692",39027,11781,5,11781,11781,2580,42,3060,583200,6200,1890000,189,296383
"7394",37444,481,2,481,481,138,81,24780,12276900,3000,560000,56,296439
"4760",26089,10894,5,10894,10894,2377,82,6840,2220300,6400,1750000,175,296614
"1660",10499,10648,4,10648,10648,2218,84,13680,5848200,6800,1460000,146,296760
"8268",42352,7328,5,7328,7328,1615,42,3420,729000,3200,640000,64,296824
"173",1361,22933,2,22933,22933,5310,84,6053040,8027521200,6800,1400000,140,296964
"6519",34100,3993,1,3993,3993,2030,41,3179280,3713202000,6800,2250000,225,297189
"5639",30855,7392,3,7392,7392,1609,81,10440,3807000,6400,2060000,206,297395
"678",5457,8677,2,8677,8677,2021,71,2820,496800,2800,490000,49,297444
"2416",13699,3055,5,3055,3055,565,41,3480,734400,9800,3110000,311,297755
"5339",29052,8164,4,8164,8164,1875,82,9840,2973600,3400,700000,70,297825
"7473",37852,262,3,262,262,61,81,3420,703800,3400,700000,70,297895
"7568",38322,28,1,28,28,2030,41,3179280,3713202000,3600,800000,80,297975
"6385",33659,9295,3,9295,9295,1835,82,7140,1560600,7000,1500000,150,298125
"8325",42667,6684,6,6684,6684,1398,41,5400,1692900,12000,4050000,405,298530
"6119",32893,11862,10,11862,11862,2291,122,6060,1144800,38800,32320000,3232,301762
"2646",14447,2342,2,2342,2342,491,81,4620,1215000,4600,1200000,120,301882
"6510",34064,4010,2,4010,4010,792,41,3180,621000,3200,630000,63,301945
"6655",34634,3481,3,3481,3481,674,81,8580,2997000,3200,630000,63,302008
"5700",31078,7027,2,7027,7027,1556,82,6360,1718100,3200,640000,64,302072
"770",6029,25923,5,25923,25923,6581,206,3033420,4015297800,11800,2800000,280,302352
"5659",30932,14583,6,14583,14583,3236,104,6840,1458000,10200,2730000,273,302625
"5791",31612,13497,6,13497,13497,2957,123,49680,26247600,6400,1260000,126,302751
"7849",40018,11018,1,11018,11018,2445,43,31740,18117900,4000,1000000,100,302851
"274",1985,10792,2,10792,10792,2655,42,3026520,4013760600,3400,700000,70,302921
"7404",37475,482,2,482,482,138,81,24780,12276900,3600,800000,80,303001
"1790",10839,5005,2,5005,5005,1129,81,84840,46410300,3000,560000,56,303057
"4892",26625,9905,1,9905,9905,2655,42,3026520,4013760600,2800,490000,49,303106
"133",911,11656,3,11656,11656,2565,42,7020,2251800,3200,630000,63,303169
"7154",36540,1531,2,1531,1531,720,81,376140,306918000,6400,1990000,199,303368
"2809",15180,1703,6,1703,1703,320,42,9960,5427900,8000,2310000,231,303599
"6233",33173,5253,3,5253,5253,1036,82,2880,518400,8400,3250000,325,303924
"6046",32719,11729,8,11729,11729,2436,104,12840,3963600,6800,1490000,149,304073
"6657",34639,3654,4,3654,3654,682,41,3180,621000,4400,1050000,105,304178
"6174",33012,5658,3,5658,5658,1240,81,143700,79089300,13800,4780000,478,304656
"2689",14648,2110,2,2110,2110,650,41,66000,53001000,4400,1050000,105,304761
"6180",33029,5429,3,5429,5429,1100,41,3240,656100,6800,1990000,199,304960
"5481",29864,15390,7,15390,15390,3539,85,17280,6132600,7000,1560000,156,305116
"5365",29181,8098,2,8098,8098,1817,71,3540,772200,4400,1120000,112,305228
"7890",40192,10857,3,10857,10857,2360,43,15480,6766200,8400,2850000,285,305513
"2700",14692,2113,2,2113,2113,441,41,6600,1927800,4600,1200000,120,305633
"3134",17246,847,1,847,847,2030,41,3179280,3713202000,4000,1000000,100,305733
"8343",42757,6532,3,6532,6532,1398,41,5400,1692900,10000,5050000,505,306238
"8411",42948,5541,1,5541,5541,2030,41,3179280,3713202000,6800,2400000,240,306478
"1919",11291,9193,7,9193,9193,1784,124,23400,9510300,6800,1400000,140,306618
"1728",10661,10613,2,10613,10613,4060,82,6358560,7426404000,7000,1520000,152,306770
"2507",13976,2511,2,2511,2511,650,41,66000,53001000,3000,560000,56,306826
"5153",28169,8852,1,8852,8852,2081,90,34740,26803800,3000,560000,56,306882
"7314",37091,5670,22,5670,5670,935,329,53760,22221900,27600,8220000,822,307704
"4882",26555,20086,3,20086,20086,4945,85,3071820,4039744500,10400,2870000,287,307991
"3364",18317,277,1,277,277,2030,41,3179280,3713202000,4000,1000000,100,308091
"8194",42062,8328,3,8328,8328,1919,43,4020,1009800,4000,1000000,100,308191
"5056",27582,9425,5,9425,9425,2119,90,2820,496800,15200,8200000,820,309011
"5496",29939,7667,1,7667,7667,2655,42,3026520,4013760600,3400,700000,70,309081
"4791",26193,10785,1,10785,10785,2655,42,3026520,4013760600,13400,4740000,474,309555
"7520",38095,374,5,374,374,83,162,6600,1344600,6600,1360000,136,309691
"8555",43626,2984,1,2984,2984,2030,41,3179280,3713202000,10400,3690000,369,310060
"4866",26468,10196,2,10196,10196,2279,82,16800,8955900,5000,1500000,150,310210
"5630",30813,7312,2,7312,7312,1711,81,9960,4363200,3200,640000,64,310274
"2478",13881,2688,2,2688,2688,545,41,3060,583200,3400,700000,70,310344
"6979",35965,2192,1,2192,2192,720,81,376140,306918000,3800,900000,90,310434
"4551",24640,11542,1,11542,11542,2541,42,5040,1530000,3400,700000,70,310504
"1496",10088,5686,4,5686,5686,1190,81,3420,712800,7000,2500000,250,310754
"2623",14338,4651,3,4651,4651,1216,123,382320,308574000,8000,2060000,206,310960
"1654",10485,5237,2,5237,5237,1076,81,4980,1360800,3600,800000,80,311040
"1740",10694,5039,2,5039,5039,1055,42,9780,4444200,2800,490000,49,311089
"5979",32468,12396,6,12396,12396,2630,162,26280,12006900,6800,1490000,149,311238
"154",1134,11421,1,11421,11421,2496,71,8460,4309200,3600,800000,80,311318
"6248",33203,5248,3,5248,5248,1078,43,4980,1485000,5000,1500000,150,311468
"3963",21515,4205,2,4205,4205,831,81,4020,1009800,4000,1000000,100,311568
"6267",33245,5458,2,5458,5458,1115,43,9000,3456000,11800,4140000,414,311982
"5798",31637,6642,5,6642,6642,1450,43,140700,130551300,3400,700000,70,312052
"1843",11057,9472,5,9472,9472,1858,124,27000,11948400,7200,1600000,160,312212
"5921",32165,6462,4,6462,6462,1335,42,10440,4058100,6400,1920000,192,312404
"7606",38607,12092,3,12092,12092,2664,82,5040,1385100,3800,900000,90,312494
"5561",30416,15080,11,15080,15080,3371,124,6660,1385100,8400,2260000,226,312720
"8099",41426,8774,1,8774,8774,2081,90,34740,26803800,3600,800000,80,312800
"4731",25954,11083,1,11083,11083,2655,42,3026520,4013760600,5000,1360000,136,312936
"8689",44319,5332,2,5332,5332,1096,42,16380,7717500,7000,2260000,226,313162
"5288",28859,8378,1,8378,8378,2687,82,1861740,30251171700,3400,700000,70,313232
"6726",34920,3304,4,3304,3304,619,21,6420,1792800,12800,4650000,465,313697
"2887",15556,1534,2,1534,1534,720,81,376140,306918000,8200,2640000,264,313961
"6087",32816,5727,1,5727,5727,2030,41,3179280,3713202000,2800,490000,49,314010
"4256",22873,10269,5,10269,10269,2263,42,3000,558900,8400,2760000,276,314286
"6599",34349,16076,12,16076,16076,3258,244,49080,22006800,12800,2560000,256,314542
"5373",29243,8630,2,8630,8630,2033,43,23040,10976400,2800,490000,49,314591
"2981",16212,1283,1,1283,1283,454,81,76860,55606500,3000,560000,56,314647
"5715",31158,6945,2,6945,6945,1538,81,2820,496800,2800,490000,49,314696
"5797",31635,6703,3,6703,6703,1435,41,9960,4032000,5400,1700000,170,314866
"2400",13616,2839,3,2839,2839,573,41,7020,3078000,3600,800000,80,314946
"1043",7880,7286,2,7286,7286,1602,42,9420,3600000,3400,720000,72,315018
"4527",24375,11705,2,11705,11705,2595,90,6180,1656000,10400,3680000,368,315386
"8390",42899,12266,3,12266,12266,3929,94,3032520,4015472400,13600,6590000,659,316045
"5501",29973,7607,2,7607,7607,1705,82,8340,3481200,6400,1750000,175,316220
"7656",38853,23844,6,23844,23844,5232,123,6240,1200600,8600,2160000,216,316436
"1527",10163,11510,5,11510,11510,2385,84,41760,23326200,8800,2400000,240,316676
"1207",8681,13714,7,13714,13714,2986,112,36300,27117000,10000,2550000,255,316931
"897",6741,7779,2,7779,7779,1756,90,3480,734400,2800,490000,49,316980
"8271",42373,7218,1,7218,7218,2687,82,1861740,30251171700,3000,560000,56,317036
"980",7314,23039,3,23039,23039,6090,123,9537840,11139606000,12600,3300000,330,317366
"2012",11656,4073,2,4073,4073,804,81,3240,656100,3200,640000,64,317430
"5248",28680,17083,3,17083,17083,4722,132,3094080,4046541300,8400,1990000,199,317629
"2386",13547,2967,2,2967,2967,580,81,5040,1385100,3400,700000,70,317699
"3192",17465,699,4,699,699,123,81,7020,2068200,7000,2060000,206,317905
"215",1659,11153,3,11153,11153,2420,90,13440,6937200,5000,1360000,136,318041
"3312",18041,411,2,411,411,95,81,18780,8278200,3000,560000,56,318097
"7167",36614,1319,4,1319,1319,239,42,4380,1035000,2800,490000,49,318146
"5994",32559,6149,2,6149,6149,1268,81,6600,2141100,6400,1990000,199,318345
"469",3574,9797,3,9797,9797,2212,90,6360,1718100,3200,630000,63,318408
"5279",28825,8285,4,8285,8285,1882,82,3360,683100,3400,700000,70,318478
"5747",31335,6847,2,6847,6847,1536,81,3000,558900,4000,1000000,100,318578
"3626",19815,10063,3,10063,10063,2246,21,3180,621000,3200,630000,63,318641
"952",7133,7593,4,7593,7593,1699,82,40080,18927900,3000,560000,56,318697
"983",7336,7704,5,7704,7704,1741,42,7020,2519100,3000,560000,56,318753
"2692",14654,2266,2,2266,2266,492,81,116280,73296000,3200,640000,64,318817
"6842",35495,2824,1,2824,2824,2030,41,3179280,3713202000,3600,800000,80,318897
"8494",43308,4172,2,4172,4172,826,21,7440,2754000,4000,1000000,100,318997
"7923",40355,10598,1,10598,10598,2655,42,3026520,4013760600,4000,1000000,100,319097
"3844",21114,8133,2,8133,8133,1889,43,17580,10328400,11200,3810000,381,319478
"701",5594,8790,2,8790,8790,2048,81,6420,2565000,4800,1190000,119,319597
"2816",15230,1723,3,1723,1723,324,43,3660,826200,4400,1050000,105,319702
"4564",24746,11499,4,11499,11499,2515,21,4980,1485000,4000,1000000,100,319802
"1532",10172,5577,3,5577,5577,1139,41,13440,6922800,4400,1050000,105,319907
"6562",34229,3908,2,3908,3908,750,21,46620,22059900,3600,800000,80,319987
"5012",27267,9435,3,9435,9435,2165,42,10020,5472900,7000,2500000,250,320237
"2451",13796,2790,2,2790,2790,566,81,16800,7248600,5400,1620000,162,320399
"1237",8792,6641,6,6641,6641,1446,42,4980,1485000,4400,1050000,105,320504
"5176",28267,9177,5,9177,9177,2064,71,4380,1035000,26200,14990000,1499,322003
"1150",8327,6927,4,6927,6927,1536,81,3000,558900,3000,560000,56,322059
"6021",32664,5935,1,5935,5935,1383,21,44340,28422000,3400,700000,70,322129
"4040",21911,918,1,918,918,261,21,84900,55801800,3400,700000,70,322199
"1609",10336,5385,2,5385,5385,1114,81,3360,702000,3400,720000,72,322271
"5090",27910,9053,2,9053,9053,2191,21,86400,70120800,3000,560000,56,322327
"2638",14414,2193,1,2193,2193,720,81,376140,306918000,3200,630000,63,322390
"8627",43936,1408,1,1408,1408,418,42,20220,13861800,3600,800000,80,322470
"7125",36442,1675,5,1675,1675,314,81,7980,2540700,6000,1690000,169,322639
"6428",33828,4463,3,4463,4463,875,41,3600,801900,3400,700000,70,322709
"1499",10094,11802,2,11802,11802,2900,86,281400,261102600,6800,1490000,149,322858
"2176",12310,3511,2,3511,3511,1352,42,459060,495769500,3400,720000,72,322930
"3291",17895,449,3,449,449,91,81,6420,1836000,3000,560000,56,322986
"5949",32289,6250,2,6250,6250,1341,21,3600,801900,6400,1750000,175,323161
"1677",10539,5084,3,5084,5084,1041,81,4440,1080000,3400,700000,70,323231
"1296",9050,6412,1,6412,6412,1464,21,14820,8292600,2800,490000,49,323280
"2572",14160,2508,2,2508,2508,519,81,6780,2872800,6800,2190000,219,323499
"3098",17051,876,2,876,876,344,81,66060,36570600,3400,700000,70,323569
"2179",12321,7417,5,7417,7417,1477,162,10380,2756700,8400,1960000,196,323765
"7684",38973,11829,2,11829,11829,2600,90,6780,2872800,4800,1190000,119,323884
"6279",33275,5197,1,5197,5197,2030,41,3179280,3713202000,3600,800000,80,323964
"3443",18863,108,3,108,108,21,81,6420,1830600,3000,560000,56,324020
"7042",36159,4410,3,4410,4410,2501,122,3182280,3713760900,6800,1450000,145,324165
"5335",29036,8631,6,8631,8631,1885,43,2760,476100,14800,8790000,879,325044
"1604",10327,11055,4,11055,11055,2296,162,8220,2189700,6400,1290000,129,325173
"8636",44015,558,1,558,558,109,21,12780,8073000,3400,720000,72,325245
"633",5129,8859,4,8859,8859,2044,42,4020,1009800,3400,700000,70,325315
"3273",17821,538,2,538,538,138,81,24780,12276900,5200,1530000,153,325468
